CommonName,Species,Genus,Family,Order,Subclass
Greater Stick-nest Rat,Leporillus_conditor,Leporillus,Muridae,Rodentia,Theria
Arfak Water Rat,Leptomys_arfakensis,Leptomys,Muridae,Rodentia,Theria
Elegant Water Rat,Leptomys_elegans,Leptomys,Muridae,Rodentia,Theria
Ernst Mayr's Water Rat,Leptomys_ernstmayri,Leptomys,Muridae,Rodentia,Theria
Small Water Rat,Leptomys_paulus,Leptomys,Muridae,Rodentia,Theria
Fly River Water Rat,Leptomys_signatus,Leptomys,Muridae,Rodentia,Theria
Long-footed Tree Mouse,Lorentzimys_nouhuysii,Lorentzimys,Muridae,Rodentia,Theria
Lesser Small-toothed Rat,Macruromys_elegans,Macruromys,Muridae,Rodentia,Theria
Greater Small-toothed Rat,Macruromys_major,Macruromys,Muridae,Rodentia,Theria
De Vis's Woolly Rat,Mallomys_aroaensis,Mallomys,Muridae,Rodentia,Theria
Alpine Woolly Rat,Mallomys_gunung,Mallomys,Muridae,Rodentia,Theria
Subalpine Woolly Rat,Mallomys_istapantap,Mallomys,Muridae,Rodentia,Theria
Rothschild's Woolly Rat,Mallomys_rothschildi,Mallomys,Muridae,Rodentia,Theria
Highland Mosaic-tailed Rat,Mammelomys_lanosus,Mammelomys,Muridae,Rodentia,Theria
Lowland Mosaic-tailed Rat,Mammelomys_rattoides,Mammelomys,Muridae,Rodentia,Theria
Australian Broad-toothed Rat,Mastacomys_fuscus,Mastacomys,Muridae,Rodentia,Theria
Dusky Seram Mosaic-tailed Rat,Melomys_aerosus,Melomys,Muridae,Rodentia,Theria
Rossel Island Mosaic-tailed Rat,Melomys_arcium,Melomys,Muridae,Rodentia,Theria
Bannister's Mosaic-tailed Rat,Melomys_bannisteri,Melomys,Muridae,Rodentia,Theria
Bougainville Mosaic-tailed Rat,Melomys_bougainville,Melomys,Muridae,Rodentia,Theria
Grassland Mosaic-tailed Rat,Melomys_burtoni,Melomys,Muridae,Rodentia,Theria
Cape York Mosaic-tailed Rat,Melomys_capensis,Melomys,Muridae,Rodentia,Theria
Short-tailed Talaud Mosaic-tailed Rat,Melomys_caurinus,Melomys,Muridae,Rodentia,Theria
Fawn-footed Mosaic-tailed Rat,Melomys_cervinipes,Melomys,Muridae,Rodentia,Theria
Yamdena Island Mosaic-tailed Rat,Melomys_cooperae,Melomys,Muridae,Rodentia,Theria
Dollman's Mosaic-tailed Rat,Melomys_dollmani,Melomys,Muridae,Rodentia,Theria
Manusela Mosaic-tailed Rat,Melomys_fraterculus,Melomys,Muridae,Rodentia,Theria
Snow Mountains Grassland Mosaic-tailed Rat,Melomys_frigicola,Melomys,Muridae,Rodentia,Theria
Seram Long-tailed Mosaic-tailed Rat,Melomys_fulgens,Melomys,Muridae,Rodentia,Theria
Riama Island Mosaic-tailed Rat,Melomys_howi,Melomys,Muridae,Rodentia,Theria
White-bellied Mosaic-tailed Rat,Melomys_leucogaster,Melomys,Muridae,Rodentia,Theria
Papua Grassland Mosaic-tailed Rat,Melomys_lutillus,Melomys,Muridae,Rodentia,Theria
Manus Island Mosaic-tailed Rat,Melomys_matambuai,Melomys,Muridae,Rodentia,Theria
Obi Island Mosaic-tailed Rat,Melomys_obiensis,Melomys,Muridae,Rodentia,Theria
Pavel's Seram Mosaic-tailed Rat,Melomys_paveli,Melomys,Muridae,Rodentia,Theria
Bramble Cay Mosaic-tailed Rat,Melomys_rubicola,Melomys,Muridae,Rodentia,Theria
Black-tailed Mosaic-tailed Rat,Melomys_rufescens,Melomys,Muridae,Rodentia,Theria
Buka Island Mosaic-tailed Rat,Melomys_spechti,Melomys,Muridae,Rodentia,Theria
Long-tailed Talaud Mosaic-tailed Rat,Melomys_talaudium,Melomys,Muridae,Rodentia,Theria
Black-footed Tree Rat,Mesembriomys_gouldii,Mesembriomys,Muridae,Rodentia,Theria
Golden-backed Tree Rat,Mesembriomys_macrurus,Mesembriomys,Muridae,Rodentia,Theria
Southern Groove-toothed Shrew Mouse,Microhydromys_argenteus,Microhydromys,Muridae,Rodentia,Theria
Northern Groove-toothed Shrew Mouse,Microhydromys_richardsoni,Microhydromys,Muridae,Rodentia,Theria
Mirza's Western Moss Rat,Mirzamys_louiseae,Mirzamys,Muridae,Rodentia,Theria
Mirza's Eastern Moss Rat,Mirzamys_norahae,Mirzamys,Muridae,Rodentia,Theria
Spinifex Hopping Mouse,Notomys_alexis,Notomys,Muridae,Rodentia,Theria
Short-tailed Hopping Mouse,Notomys_amplus,Notomys,Muridae,Rodentia,Theria
Northern Hopping Mouse,Notomys_aquilo,Notomys,Muridae,Rodentia,Theria
Fawn Hopping Mouse,Notomys_cervinus,Notomys,Muridae,Rodentia,Theria
Dusky Hopping Mouse,Notomys_fuscus,Notomys,Muridae,Rodentia,Theria
Long-tailed Hopping Mouse,Notomys_longicaudatus,Notomys,Muridae,Rodentia,Theria
Big-eared Hopping Mouse,Notomys_macrotis,Notomys,Muridae,Rodentia,Theria
Mitchell's Hopping Mouse,Notomys_mitchellii,Notomys,Muridae,Rodentia,Theria
Darling Downs Hopping Mouse,Notomys_mordax,Notomys,Muridae,Rodentia,Theria
Broad-cheeked Hopping Mouse,Notomys_robustus,Notomys,Muridae,Rodentia,Theria
New Guinea Waterside Rat,Parahydromys_asper,Parahydromys,Muridae,Rodentia,Theria
Northern Water Rat,Paraleptomys_rufilatus,Paraleptomys,Muridae,Rodentia,Theria
Short-haired Water Rat,Paraleptomys_wilhelmina,Paraleptomys,Muridae,Rodentia,Theria
Gressitt's Mosaic-tailed Rat,Paramelomys_gressitti,Paramelomys,Muridae,Rodentia,Theria
Papuan Lowland Mosaic-tailed Rat,Paramelomys_levipes,Paramelomys,Muridae,Rodentia,Theria
Lorentz's Mosaic-tailed Rat,Paramelomys_lorentzii,Paramelomys,Muridae,Rodentia,Theria
Montane Soft-furred Mosaic-tailed Rat,Paramelomys_mollis,Paramelomys,Muridae,Rodentia,Theria
Monckton's Mosaic-tailed Rat,Paramelomys_moncktoni,Paramelomys,Muridae,Rodentia,Theria
Long-nosed Mosaic-tailed Rat,Paramelomys_naso,Paramelomys,Muridae,Rodentia,Theria
Common Lowland Mosaic-tailed Rat,Paramelomys_platyops,Paramelomys,Muridae,Rodentia,Theria
Mountain Mosaic-tailed Rat,Paramelomys_rubex,Paramelomys,Muridae,Rodentia,Theria
Stein's Mosaic-tailed Rat,Paramelomys_steini,Paramelomys,Muridae,Rodentia,Theria
Brass's Brush Mouse,Pogonomelomys_brassi,Pogonomelomys,Muridae,Rodentia,Theria
Bruijn's Brush Mouse,Pogonomelomys_bruijnii,Pogonomelomys,Muridae,Rodentia,Theria
Shaw Mayer's Brush Mouse,Pogonomelomys_mayeri,Pogonomelomys,Muridae,Rodentia,Theria
Champion's Tree Mouse,Pogonomys_championi,Pogonomys,Muridae,Rodentia,Theria
D'Entrecasteaux Archipelago Tree Mouse,Pogonomys_fergussoniensis,Pogonomys,Muridae,Rodentia,Theria
Loria's Tree Mouse,Pogonomys_loriae,Pogonomys,Muridae,Rodentia,Theria
Chestnut Tree Mouse,Pogonomys_macrourus,Pogonomys,Muridae,Rodentia,Theria
Gray-bellied Tree Mouse,Pogonomys_sylvestris,Pogonomys,Muridae,Rodentia,Theria
Papuan Mosaic-tailed Rat,Protochromys_fellowsi,Protochromys,Muridae,Rodentia,Theria
Bishop Moss Mouse,Pseudohydromys_berniceae,Pseudohydromys,Muridae,Rodentia,Theria
Huon Small-toothed Moss Mouse,Pseudohydromys_carlae,Pseudohydromys,Muridae,Rodentia,Theria
Laurie's Moss Mouse,Pseudohydromys_eleanorae,Pseudohydromys,Muridae,Rodentia,Theria
Shaw Mayer's Shrew Mouse,Pseudohydromys_ellermani,Pseudohydromys,Muridae,Rodentia,Theria
Mottled-tailed Shrew Mouse,Pseudohydromys_fuscus,Pseudohydromys,Muridae,Rodentia,Theria
German's One-toothed Moss Mouse,Pseudohydromys_germani,Pseudohydromys,Muridae,Rodentia,Theria
Eastern New Guinea Shrew Mouse,Pseudohydromys_murinus,Pseudohydromys,Muridae,Rodentia,Theria
Torricelli Mountains Shrew Mouse,Pseudohydromys_musseri,Pseudohydromys,Muridae,Rodentia,Theria
Western New Guinea Shrew Mouse,Pseudohydromys_occidentalis,Pseudohydromys,Muridae,Rodentia,Theria
Woolley's Moss Mouse,Pseudohydromys_patriciae,Pseudohydromys,Muridae,Rodentia,Theria
Southern Small-toothed Moss Mouse,Pseudohydromys_pumehanae,Pseudohydromys,Muridae,Rodentia,Theria
White-bellied Moss Mouse,Pseudohydromys_sandrae,Pseudohydromys,Muridae,Rodentia,Theria
Ash-gray Mouse,Pseudomys_albocinereus,Pseudomys,Muridae,Rodentia,Theria
Silky Mouse,Pseudomys_apodemoides,Pseudomys,Muridae,Rodentia,Theria
Long-eared Mouse,Pseudomys_auritus,Pseudomys,Muridae,Rodentia,Theria
Plains Mouse,Pseudomys_australis,Pseudomys,Muridae,Rodentia,Theria
Bolam's Mouse,Pseudomys_bolami,Pseudomys,Muridae,Rodentia,Theria
Kakadu Pebble Mouse,Pseudomys_calabyi,Pseudomys,Muridae,Rodentia,Theria
Western Pebble Mouse,Pseudomys_chapmani,Pseudomys,Muridae,Rodentia,Theria
Northern Delicate Mouse,Pseudomys_delicatulus,Pseudomys,Muridae,Rodentia,Theria
Desert Mouse,Pseudomys_desertor,Pseudomys,Muridae,Rodentia,Theria
Australian Smoky Mouse,Pseudomys_fumeus,Pseudomys,Muridae,Rodentia,Theria
Blue-grey Mouse,Pseudomys_glaucus,Pseudomys,Muridae,Rodentia,Theria
Gould's Mouse,Pseudomys_gouldii,Pseudomys,Muridae,Rodentia,Theria
Eastern Chestnut Mouse,Pseudomys_gracilicaudatus,Pseudomys,Muridae,Rodentia,Theria
Sandy Inland Mouse,Pseudomys_hermannsburgensis,Pseudomys,Muridae,Rodentia,Theria
Long-tailed Mouse,Pseudomys_higginsi,Pseudomys,Muridae,Rodentia,Theria
Central Pebble Mouse,Pseudomys_johnsoni,Pseudomys,Muridae,Rodentia,Theria
Eastern Delicate Mouse,Pseudomys_mimulus,Pseudomys,Muridae,Rodentia,Theria
Western Chestnut Mouse,Pseudomys_nanus,Pseudomys,Muridae,Rodentia,Theria
New Holland Mouse,Pseudomys_novaehollandiae,Pseudomys,Muridae,Rodentia,Theria
Western Mouse,Pseudomys_occidentalis,Pseudomys,Muridae,Rodentia,Theria
Hastings River Mouse,Pseudomys_oralis,Pseudomys,Muridae,Rodentia,Theria
Eastern Pebble Mouse,Pseudomys_patrius,Pseudomys,Muridae,Rodentia,Theria
Pilbara Delicate Mouse,Pseudomys_pilbarensis,Pseudomys,Muridae,Rodentia,Theria
Heath Mouse,Pseudomys_shortridgei,Pseudomys,Muridae,Rodentia,Theria
Mount Banahaw Shrew Rat,Rhynchomys_banahao,Rhynchomys,Muridae,Rodentia,Theria
Mount Isarog Shrew Rat,Rhynchomys_isarogensis,Rhynchomys,Muridae,Rodentia,Theria
Labo Shrew Rat,Rhynchomys_labo,Rhynchomys,Muridae,Rodentia,Theria
Mingan Shrew Rat,Rhynchomys_mingan,Rhynchomys,Muridae,Rodentia,Theria
Mount Data Shrew Rat,Rhynchomys_soricoides,Rhynchomys,Muridae,Rodentia,Theria
Mount Tapulao Shrew Rat,Rhynchomys_tapulao,Rhynchomys,Muridae,Rodentia,Theria
Poncelet's Giant Rat,Solomys_ponceleti,Solomys,Muridae,Rodentia,Theria
Ugi Island Giant Rat,Solomys_salamonis,Solomys,Muridae,Rodentia,Theria
Bougainville Island Giant Rat,Solomys_salebrosus,Solomys,Muridae,Rodentia,Theria
Isabel Island Giant Rat,Solomys_sapientis,Solomys,Muridae,Rodentia,Theria
Buka Island Giant Rat,Solomys_spriggsarum,Solomys,Muridae,Rodentia,Theria
Kalinga Shrew Mouse,Soricomys_kalinga,Soricomys,Muridae,Rodentia,Theria
Leonardo Shrew Mouse,Soricomys_leonardocoi,Soricomys,Muridae,Rodentia,Theria
Mountain Shrew Mouse,Soricomys_montanus,Soricomys,Muridae,Rodentia,Theria
Sierra Madre Shrew Mouse,Soricomys_musseri,Soricomys,Muridae,Rodentia,Theria
Black-tailed Giant Rat,Uromys_anak,Uromys,Muridae,Rodentia,Theria
Biak Island Giant Rat,Uromys_boeadii,Uromys,Muridae,Rodentia,Theria
White-tailed Giant Rat,Uromys_caudimaculatus,Uromys,Muridae,Rodentia,Theria
Emma's Giant Rat,Uromys_emmae,Uromys,Muridae,Rodentia,Theria
Masked White-tailed Giant Rat,Uromys_hadrourus,Uromys,Muridae,Rodentia,Theria
Emperor Giant Rat,Uromys_imperator,Uromys,Muridae,Rodentia,Theria
New Britain Island Giant Rat,Uromys_neobrittanicus,Uromys,Muridae,Rodentia,Theria
Guadalcanal Giant Rat,Uromys_porculus,Uromys,Muridae,Rodentia,Theria
King Giant Rat,Uromys_rex,Uromys,Muridae,Rodentia,Theria
Great Key Island Giant Rat,Uromys_siebersi,Uromys,Muridae,Rodentia,Theria
Vangunu Giant Rat,Uromys_vika,Uromys,Muridae,Rodentia,Theria
Rock-dwelling Giant Rat,Xenuromys_barbatus,Xenuromys,Muridae,Rodentia,Theria
False Water Rat,Xeromys_myoides,Xeromys,Muridae,Rodentia,Theria
Common Australian Rock Rat,Zyzomys_argurus,Zyzomys,Muridae,Rodentia,Theria
Arnhem Land Rock Rat,Zyzomys_maini,Zyzomys,Muridae,Rodentia,Theria
Carpentarian Rock Rat,Zyzomys_palatalis,Zyzomys,Muridae,Rodentia,Theria
Central Australian Rock Rat,Zyzomys_pedunculatus,Zyzomys,Muridae,Rodentia,Theria
Kimberley Rock Rat,Zyzomys_woodwardi,Zyzomys,Muridae,Rodentia,Theria
Hume's Hadromys,Hadromys_humei,Hadromys,Muridae,Rodentia,Theria
Yunnan Hadromys,Hadromys_yunnanensis,Hadromys,Muridae,Rodentia,Theria
Cansdale's Swamp Rat,Malacomys_cansdalei,Malacomys,Muridae,Rodentia,Theria
Edwards's Swamp Rat,Malacomys_edwardsi,Malacomys,Muridae,Rodentia,Theria
Common Swamp Rat,Malacomys_longipes,Malacomys,Muridae,Rodentia,Theria
Red-eared Harvest Mouse,Micromys_erythrotis,Micromys,Muridae,Rodentia,Theria
Eurasian Harvest Mouse,Micromys_minutus,Micromys,Muridae,Rodentia,Theria
Pygmy Harvest Mouse,Micromys_pygmaeus,Micromys,Muridae,Rodentia,Theria
Cutch Rat,Cremnomys_cutchicus,Cremnomys,Muridae,Rodentia,Theria
Elvira Rat,Cremnomys_elvira,Cremnomys,Muridae,Rodentia,Theria
Crump's Rat,Diomys_crumpi,Diomys,Muridae,Rodentia,Theria
White-tailed Wood Rat,Madromys_blanfordi,Madromys,Muridae,Rodentia,Theria
Sand-colored Soft-furred Rat,Millardia_gleadowi,Millardia,Muridae,Rodentia,Theria
Burmese Soft-furred Rat,Millardia_kathleenae,Millardia,Muridae,Rodentia,Theria
Kondana Soft-furred Rat,Millardia_kondana,Millardia,Muridae,Rodentia,Theria
Common Soft-furred Rat,Millardia_meltada,Millardia,Muridae,Rodentia,Theria
Red Tree Rat,Pithecheir_melanurus,Pithecheir,Muridae,Rodentia,Theria
Malayan Tree Rat,Pithecheir_parva,Pithecheir,Muridae,Rodentia,Theria
Bornean Tree Rat,Pithecheirops_otion,Pithecheirops,Muridae,Rodentia,Theria
Baoule Mouse,Mus_baoulei,Mus,Muridae,Rodentia,Theria
Little Indian Field Mouse,Mus_booduga,Mus,Muridae,Rodentia,Theria
Toad Mouse,Mus_bufo,Mus,Muridae,Rodentia,Theria
Callewaert's Mouse,Mus_callewaerti,Mus,Muridae,Rodentia,Theria
Ryukyu Mouse,Mus_caroli,Mus,Muridae,Rodentia,Theria
Fawn-colored Mouse,Mus_cervicolor,Mus,Muridae,Rodentia,Theria
Cook's Mouse,Mus_cookii,Mus,Muridae,Rodentia,Theria
Sumatran Shrew-like Mouse,Mus_crociduroides,Mus,Muridae,Rodentia,Theria
Cypriot Mouse,Mus_cypriacus,Mus,Muridae,Rodentia,Theria
Servant Mouse,Mus_famulus,Mus,Muridae,Rodentia,Theria
Ceylon Spiny Mouse,Mus_fernandoni,Mus,Muridae,Rodentia,Theria
Sheath-tailed Mouse,Mus_fragilicauda,Mus,Muridae,Rodentia,Theria
Gounda Mouse,Mus_goundae,Mus,Muridae,Rodentia,Theria
Harenna Mouse,Mus_harennensis,Mus,Muridae,Rodentia,Theria
Hausa Mouse,Mus_haussa,Mus,Muridae,Rodentia,Theria
Ethiopian Striped Mouse,Mus_imberbis,Mus,Muridae,Rodentia,Theria
Desert Pygmy Mouse,Mus_indutus,Mus,Muridae,Rodentia,Theria
Little Burmese Field Mouse,Mus_lepidoides,Mus,Muridae,Rodentia,Theria
Macedonian Mouse,Mus_macedonicus,Mus,Muridae,Rodentia,Theria
Mahomet Mouse,Mus_mahomet,Mus,Muridae,Rodentia,Theria
Matthey's Mouse,Mus_mattheyi,Mus,Muridae,Rodentia,Theria
Mayor's Mouse,Mus_mayori,Mus,Muridae,Rodentia,Theria
Sub-Saharan Pygmy Mouse,Mus_minutoides,Mus,Muridae,Rodentia,Theria
West African Pygmy Mouse,Mus_musculoides,Mus,Muridae,Rodentia,Theria
House Mouse,Mus_musculus,Mus,Muridae,Rodentia,Theria
Neave's Mouse,Mus_neavei,Mus,Muridae,Rodentia,Theria
Blyth's Mouse,Mus_nitidulus,Mus,Muridae,Rodentia,Theria
Ubangui Mouse,Mus_oubanguii,Mus,Muridae,Rodentia,Theria
Indochinese Shrew-like Mouse,Mus_pahari,Mus,Muridae,Rodentia,Theria
Phillips's Mouse,Mus_phillipsi,Mus,Muridae,Rodentia,Theria
Flat-haired Mouse,Mus_platythrix,Mus,Muridae,Rodentia,Theria
Saxicolous Mouse,Mus_saxicola,Mus,Muridae,Rodentia,Theria
Peters's Mouse,Mus_setulosus,Mus,Muridae,Rodentia,Theria
Setzer's Mouse,Mus_setzeri,Mus,Muridae,Rodentia,Theria
Shortridge's Mouse,Mus_shortridgei,Mus,Muridae,Rodentia,Theria
Thomas's Mouse,Mus_sorella,Mus,Muridae,Rodentia,Theria
Mound-building Mouse,Mus_spicilegus,Mus,Muridae,Rodentia,Theria
Western Mediterranean Mouse,Mus_spretus,Mus,Muridae,Rodentia,Theria
Delicate Mouse,Mus_tenellus,Mus,Muridae,Rodentia,Theria
Earth-colored Mouse,Mus_terricolor,Mus,Muridae,Rodentia,Theria
Gray-bellied Mouse,Mus_triton,Mus,Muridae,Rodentia,Theria
Javan Shrew-like Mouse,Mus_vulcani,Mus,Muridae,Rodentia,Theria
Angolan Vlei Rat,Otomys_anchietae,Otomys,Muridae,Rodentia,Theria
Angoni Vlei Rat,Otomys_angoniensis,Otomys,Muridae,Rodentia,Theria
South East African Vlei Rat,Otomys_auratus,Otomys,Muridae,Rodentia,Theria
Barbour's Vlei Rat,Otomys_barbouri,Otomys,Muridae,Rodentia,Theria
Burton's Vlei Rat,Otomys_burtoni,Otomys,Muridae,Rodentia,Theria
Cheesman's Vlei Rat,Otomys_cheesmani,Otomys,Muridae,Rodentia,Theria
Cuanza Vlei Rat,Otomys_cuanzensis,Otomys,Muridae,Rodentia,Theria
Rwenzori Vlei Rat,Otomys_dartmouthi,Otomys,Muridae,Rodentia,Theria
Dent's Vlei Rat,Otomys_denti,Otomys,Muridae,Rodentia,Theria
Dollman's Vlei Rat,Otomys_dollmani,Otomys,Muridae,Rodentia,Theria
Charada Vlei Rat,Otomys_fortior,Otomys,Muridae,Rodentia,Theria
Heller's Vlei Rat,Otomys_helleri,Otomys,Muridae,Rodentia,Theria
Southern African Vlei Rat,Otomys_irroratus,Otomys,Muridae,Rodentia,Theria
Mount Elgon Vlei Rat,Otomys_jacksoni,Otomys,Muridae,Rodentia,Theria
Fynbos Vlei Rat,Otomys_karoensis,Otomys,Muridae,Rodentia,Theria
Tanzanian Vlei Rat,Otomys_lacustris,Otomys,Muridae,Rodentia,Theria
KwaZulu Natal Vlei Rat,Otomys_laminatus,Otomys,Muridae,Rodentia,Theria
Western Vlei Rat,Otomys_occidentalis,Otomys,Muridae,Rodentia,Theria
Afroalpine Vlei Rat,Otomys_orestes,Otomys,Muridae,Rodentia,Theria
Simien Vlei Rat,Otomys_simiensis,Otomys,Muridae,Rodentia,Theria
Sloggett's Vlei Rat,Otomys_sloggetti,Otomys,Muridae,Rodentia,Theria
Eastern Arc Vlei Rat,Otomys_sungae,Otomys,Muridae,Rodentia,Theria
Thomas's Vlei Rat,Otomys_thomasi,Otomys,Muridae,Rodentia,Theria
East African Vlei Rat,Otomys_tropicalis,Otomys,Muridae,Rodentia,Theria
Ethiopian Vlei Rat,Otomys_typus,Otomys,Muridae,Rodentia,Theria
Karoo Vlei Rat,Otomys_unisulcatus,Otomys,Muridae,Rodentia,Theria
Udzungwa Vlei Rat,Otomys_uzungwensis,Otomys,Muridae,Rodentia,Theria
Willan's Vlei Rat,Otomys_willani,Otomys,Muridae,Rodentia,Theria
Yalden's Vlei Rat,Otomys_yaldeni,Otomys,Muridae,Rodentia,Theria
Mount Kilimanjaro Vlei Rat,Otomys_zinki,Otomys,Muridae,Rodentia,Theria
Brants's Whistling Rat,Parotomys_brantsii,Parotomys,Muridae,Rodentia,Theria
Littledale's Whistling Rat,Parotomys_littledalei,Parotomys,Muridae,Rodentia,Theria
Large-toothed Hairy-tailed Rat,Batomys_dentatus,Batomys,Muridae,Rodentia,Theria
Luzon Cordillera Hairy-tailed Rat,Batomys_grantii,Batomys,Muridae,Rodentia,Theria
Hamiguitan Hairy-tailed Rat,Batomys_hamiguitan,Batomys,Muridae,Rodentia,Theria
Russet Hairy-tailed Rat,Batomys_russatus,Batomys,Muridae,Rodentia,Theria
Mindanao Hairy-tailed Rat,Batomys_salomonseni,Batomys,Muridae,Rodentia,Theria
Mount Isarog Hairy-tailed Rat,Batomys_uragon,Batomys,Muridae,Rodentia,Theria
Black-tailed Dwarf Cloud Rat,Carpomys_melanurus,Carpomys,Muridae,Rodentia,Theria
Brown-tailed Dwarf Cloud Rat,Carpomys_phaeurus,Carpomys,Muridae,Rodentia,Theria
Dinagat Bushy-tailed Cloud Rat,Crateromys_australis,Crateromys,Muridae,Rodentia,Theria
Panay Bushy-tailed Cloud Rat,Crateromys_heaneyi,Crateromys,Muridae,Rodentia,Theria
Ilin Bushy-tailed Cloud Rat,Crateromys_paulus,Crateromys,Muridae,Rodentia,Theria
Luzon Bushy-tailed Cloud Rat,Crateromys_schadenbergi,Crateromys,Muridae,Rodentia,Theria
Mount Anacuao Tree Mouse,Musseromys_anacuao,Musseromys,Muridae,Rodentia,Theria
Mount Pulag Tree Mouse,Musseromys_beneficus,Musseromys,Muridae,Rodentia,Theria
Mount Banahaw Tree Mouse,Musseromys_gulantang,Musseromys,Muridae,Rodentia,Theria
Mount Amuyao Tree Mouse,Musseromys_inopinatus,Musseromys,Muridae,Rodentia,Theria
Southern Luzon Giant Cloud Rat,Phloeomys_cumingi,Phloeomys,Muridae,Rodentia,Theria
Northern Luzon Giant Cloud Rat,Phloeomys_pallidus,Phloeomys,Muridae,Rodentia,Theria
Chingawa Forest Rat,Chingawaemys_rarus,Chingawaemys,Muridae,Rodentia,Theria
Cameroonean Wading Rat,Colomys_eisentrauti,Colomys,Muridae,Rodentia,Theria
East African Wading Rat,Colomys_goslingi,Colomys,Muridae,Rodentia,Theria
Congo Wading Rat,Colomys_lumumbai,Colomys,Muridae,Rodentia,Theria
Wologizi Wading Rat,Colomys_wologizi,Colomys,Muridae,Rodentia,Theria
Lukolela Swamp Mouse,Congomys_lukolelae,Congomys,Muridae,Rodentia,Theria
Verschuren's Swamp Mouse,Congomys_verschureni,Congomys,Muridae,Rodentia,Theria
African Smoky Mouse,Heimyscus_fumosus,Heimyscus,Muridae,Rodentia,Theria
Beaded Wood Mouse,Hylomyscus_aeta,Hylomyscus,Muridae,Rodentia,Theria
Allen's Wood Mouse,Hylomyscus_alleni,Hylomyscus,Muridae,Rodentia,Theria
Ansell's Wood Mouse,Hylomyscus_anselli,Hylomyscus,Muridae,Rodentia,Theria
Eastern Arc Wood Mouse,Hylomyscus_arcimontensis,Hylomyscus,Muridae,Rodentia,Theria
Baer's Wood Mouse,Hylomyscus_baeri,Hylomyscus,Muridae,Rodentia,Theria
Angolan Wood Mouse,Hylomyscus_carillus,Hylomyscus,Muridae,Rodentia,Theria
Montane Wood Mouse,Hylomyscus_denniae,Hylomyscus,Muridae,Rodentia,Theria
Mount Kenya Wood Mouse,Hylomyscus_endorobae,Hylomyscus,Muridae,Rodentia,Theria
Mount Oku Wood Mouse,Hylomyscus_grandis,Hylomyscus,Muridae,Rodentia,Theria
Heinrichs' Wood Mouse,Hylomyscus_heinrichorum,Hylomyscus,Muridae,Rodentia,Theria
Kerbis-Peterhans's Wood Mouse,Hylomyscus_kerbispeterhansi,Hylomyscus,Muridae,Rodentia,Theria
Mahale Wood Mouse,Hylomyscus_mpungamachagorum,Hylomyscus,Muridae,Rodentia,Theria
Dahomey Gap Wood Mouse,Hylomyscus_pamfi,Hylomyscus,Muridae,Rodentia,Theria
Lesser Wood Mouse,Hylomyscus_parvus,Hylomyscus,Muridae,Rodentia,Theria
Pygmy Wood Mouse,Hylomyscus_pygmaeus,Hylomyscus,Muridae,Rodentia,Theria
West African Wood Mouse,Hylomyscus_simus,Hylomyscus,Muridae,Rodentia,Theria
Stanley's Wood Mouse,Hylomyscus_stanleyi,Hylomyscus,Muridae,Rodentia,Theria
Stella Wood Mouse,Hylomyscus_stella,Hylomyscus,Muridae,Rodentia,Theria
Mother Ellen's Wood Mouse,Hylomyscus_thornesmithae,Hylomyscus,Muridae,Rodentia,Theria
Albertine Rift Wood Mouse,Hylomyscus_vulcanorum,Hylomyscus,Muridae,Rodentia,Theria
Walter Verheyen's Wood Mouse,Hylomyscus_walterverheyeni,Hylomyscus,Muridae,Rodentia,Theria
Angolan Multimammate Mouse,Mastomys_angolensis,Mastomys,Muridae,Rodentia,Theria
Awash Multimammate Mouse,Mastomys_awashensis,Mastomys,Muridae,Rodentia,Theria
Southern African Multimammate Mouse,Mastomys_coucha,Mastomys,Muridae,Rodentia,Theria
Reddish-white Multimammate Mouse,Mastomys_erythroleucus,Mastomys,Muridae,Rodentia,Theria
Hubert's Multimammate Mouse,Mastomys_huberti,Mastomys,Muridae,Rodentia,Theria
Kollmannsperger's Multimammate Mouse,Mastomys_kollmannspergeri,Mastomys,Muridae,Rodentia,Theria
Natal Multimammate Mouse,Mastomys_natalensis,Mastomys,Muridae,Rodentia,Theria
Shortridge's Multimammate Mouse,Mastomys_shortridgei,Mastomys,Muridae,Rodentia,Theria
Delicate Montane Mouse,Montemys_delectorum,Montemys,Muridae,Rodentia,Theria
Verreaux's Meadow Mouse,Myomyscus_verreauxi,Myomyscus,Muridae,Rodentia,Theria
Ethiopian Amphibious Rat,Nilopegamys_plumbeus,Nilopegamys,Muridae,Rodentia,Theria
Brockman's White-bellied Rocky Mouse,Ochromyscus_brockmani,Ochromyscus,Muridae,Rodentia,Theria
Snowy White-bellied Rocky Mouse,Ochromyscus_niveiventris,Ochromyscus,Muridae,Rodentia,Theria
Yemen White-bellied Rocky Mouse,Ochromyscus_yemeni,Ochromyscus,Muridae,Rodentia,Theria
Coetzee's Soft-furred Mouse,Praomys_coetzeei,Praomys,Muridae,Rodentia,Theria
Dalton's Soft-furred Mouse,Praomys_daltoni,Praomys,Muridae,Rodentia,Theria
De Graaff's Soft-furred Mouse,Praomys_degraaffi,Praomys,Muridae,Rodentia,Theria
